inertia_mean,inertia_std,num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std
109685.33705891293,122.31481612906899,2,0.23181210819166154,0.0770964431831704,0.006259691604645923,0.0092799017618417,1053.4681917076875,3.756403181465437,1.841124358345073,0.004653205899218485,0.44316126508947373,0.007054820956117817,0.4907605588091646,0.005415052713122181,0.3970511927672196,0.0038872951197747806,0.6429095954083428,0.008708545445882294,0.229226695652281,0.001840642049703076
88308.36840331138,555.8349002258977,4,0.19051530819851906,0.04636735588699889,0.014087541797198355,0.013516543278123074,736.8723362865875,10.360373958753211,1.9458409151263552,0.09580260423666151,0.6869495799049001,0.025089008134232996,0.6940337539886738,0.01913758092652479,0.7673135672147318,0.012276499568284844,0.6340270967520255,0.023846936166187698,0.19399496148758488,0.0144402238232278
78218.67915408655,1418.6811305661724,6,0.40796441680868156,0.13525119868051413,0.0024995332001708447,0.003038641125201242,596.4315590608384,23.076241404972986,2.0169865368492617,0.14371842276002667,0.5395278057481694,0.04389745030117151,0.636510126390084,0.015674901122866222,0.8200998950115286,0.014691733728193065,0.5207143152978861,0.017474267105294216,0.1787370129904234,0.00989177330362323
71236.69778882888,228.88020163619828,8,0.479113808600232,0.3541957268683207,0.007682374800788238,0.0037688120782402375,518.9887743874472,3.1129458895705606,2.0046064247728346,0.05456034407881756,0.42313344666380603,0.017821656016955303,0.6033414921452718,0.012486707375216751,0.8652293749736021,0.013954978405737409,0.4637229643880284,0.010720470208716712,0.1731073528588217,0.014735302771379648
67205.76064523398,520.7623740662424,10,1.280263550201198,0.3294705528335458,0.007234183605760336,0.0057392384044409085,453.50162665818925,6.455655243399031,2.0080631296822338,0.0631125545689916,0.36038522200795836,0.015332400403966058,0.5747427395710865,0.004776450284612714,0.8791161443819014,0.007563192289249269,0.42762418037568306,0.0043994056226322065,0.16077093125634212,0.010146245361680841
64781.35705010791,1000.4708005573333,12,1.4119046918000095,0.31371452056612353,0.01349873339640908,0.012834110994471851,396.2705602631049,9.794919711401384,2.052859799400753,0.07566840159994377,0.33508280730136697,0.03447432602060187,0.5592912212119986,0.008923564717565582,0.8905140055413016,0.006827131502442451,0.40854365775641177,0.009623103063108445,0.1633028867693111,0.014585753786890658
61469.29116356934,171.645426013863,14,2.472415958397323,0.9492793817576686,0.01722860839217901,0.025129592058293217,369.16241552331167,0.6573806263298226,2.0522658739154442,0.0254877414413029,0.27210415791224324,0.013523790453676151,0.5347394276421331,0.007879659675697159,0.899726363792346,0.009349152844772373,0.3813221113728514,0.006440376279918791,0.1482618219691442,0.00962130805092585
59653.46171300831,211.79723472534363,16,1.5948393166065216,0.19153248669843637,0.005722883011912927,0.007904956233020519,336.46030498234745,1.6477612362745246,2.0609845069553274,0.029466146747855786,0.2510566128609192,0.018260128181336682,0.5220395851004679,0.009304163267316914,0.9054542328662553,0.00953211071356802,0.3677652936877,0.007775738415981217,0.14530767108418424,0.011318955367227655
57843.91918018251,122.36256109774133,18,2.0321209083951546,0.5018742647029586,0.015571658400585876,0.010436809521733514,312.2404235344669,2.7185257260009665,2.0380538658976235,0.023405922806607582,0.21636635340470045,0.008999663764184108,0.5064967262875337,0.006839752749312499,0.9111882588990191,0.008600073226322419,0.35183256219321046,0.005296032418254328,0.13333380282159185,0.007907839340780104
56261.76063818698,173.12204949317126,20,1.2218754667905158,0.28846030490948754,0.00756734199821949,0.012784842028092592,292.6561711968078,1.3403086065766614,2.035788702943276,0.030395277761177463,0.20273488035520448,0.006561426320617036,0.4990927230401928,0.0030954838140123684,0.9189166721824206,0.0073183758710997585,0.34378512729328403,0.0021744885957416895,0.12972873990980568,0.004389389380578373
53273.84119423067,126.6185255297839,25,2.828429625008721,1.1729030163160954,0.0161275663995184,0.018585431295338718,252.82677543718938,2.068465431619395,2.005743426835809,0.033447827796928786,0.16385543316830448,0.009091426560979566,0.47387318837291337,0.004926800615314008,0.9218684909714454,0.006428323634877584,0.3203578968851562,0.0038214332852688528,0.12317716582262021,0.0023648134734036157
45276.534996610244,132.39548025459547,50,5.4801080247969365,1.4422963008036918,0.0026643663935828955,0.002986996999785468,158.42402919444686,1.6540593807096768,2.0554802934992096,0.029733602037572304,0.0968243314215442,0.007446217554276691,0.4191466405831942,0.0021218640725368405,0.9404087666871493,0.003626036617068756,0.27230121556596065,0.0017999416247647282,0.11268256172472327,0.0017406448895301268
41215.536029638206,170.16660856180098,75,6.28462387539912,2.504812395281865,0.04020096680615097,0.022536429869691982,118.8084574206071,0.7030946040077318,2.0567290145124097,0.012707148002187507,0.06376555194767448,0.0005784175635931694,0.38856677273851903,0.001099855673191035,0.949622193912081,0.0028719799543674264,0.2479577369944644,0.0006907991936178758,0.09925918671833163,0.002502857288268249
38545.16951334123,130.84638047288325,100,9.198402392002754,2.0768444236918326,0.019330274796811864,0.015461480538276123,96.95714292006097,0.6016610853802924,2.0470133040518195,0.009206771081427072,0.051018762878892565,0.0020816332160321165,0.370635267307001,0.002159432860842183,0.9543127883990339,0.005461243861244235,0.2347559722578043,0.0014062188556028083,0.09307754135503218,0.0033186907826535383
32799.54534534392,144.54252012114688,195,16.855819799995515,4.254557960549188,0.030716416798532008,0.02221585056414958,60.11787550622627,0.3532197896355512,2.0063570950977603,0.01382972623049452,0.028110036424461516,0.0015476683646418864,0.33183616276948935,0.0024036675167731303,0.9693753851318847,0.0048171011862594365,0.20899645326786276,0.0016064983095598038,0.07661638826288494,0.0020539358849610916
