num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std
2,4.968024802400032,2.4825289617945985,0.02237205640412867,0.027507508344136154,132.18488657145684,2.3223508795162244,4.8829095691870155,0.3656241087423008,0.43016042739011773,0.05123409573849789,0.5131896762826816,0.08030344030723376,0.4123516727385125,0.05764974954072577,0.6806311381966026,0.12517550290745932,0.033342345576286,0.014365769575405344
3,5.62084736219258,2.3210230854399216,0.02297563279280439,0.01819883842639027,132.59430201860988,1.801293142006499,4.6247759772748305,0.02773254893717553,0.8685989263813939,0.0039980089767860764,0.8537528542149229,0.002851844382464466,0.8537635622855241,0.003126738522321538,0.8538858485783962,0.002600789912161403,0.02541669714668479,0.002436909605937326
4,7.736730581795564,3.667986639767679,0.014422424003714695,0.004282000010168164,127.67501134410782,9.773504319035169,4.179554865534997,0.18328742806747456,0.7512953619035895,0.009255923862260219,0.7775610398447516,0.005517722802129651,0.8627036571937383,0.006492038400090729,0.7079992728993977,0.007137415750182818,-0.0013584977427498154,0.013049526275390166
5,6.866379640396917,1.500248895929468,0.014825322001706808,0.004365573993942699,121.82175950447522,9.052485594115668,3.9131856422912525,0.1741281581752397,0.6423744258142007,0.01691204292509442,0.7196084208977664,0.010840997989379304,0.8692648106241796,0.015022531544238146,0.6142818821345633,0.009384573462734089,-0.00022298001833245628,0.007021484289982286
6,6.799687252601143,3.049400975580478,0.01385676140198484,0.0016555981554433807,120.91618821909927,3.7165243825915293,3.645855695418471,0.16313156651958988,0.5599523492179395,0.03802139853750388,0.6888368806856062,0.007113625656552295,0.885689710638647,0.01001749334808377,0.5641939870813956,0.012385958843654536,-0.004422833858008535,0.014248754550249326
7,7.951943684392608,3.795212334490812,0.020090631407219915,0.00810216430685095,112.65316013276265,2.17561762932339,3.6635837579313892,0.059362377107593234,0.47804941396741685,0.01475082213904076,0.6616951748899031,0.01822662863436007,0.910626223652567,0.024032787452566907,0.5200925888995378,0.01466065284831264,-0.004056356773775189,0.012164762330381232
8,6.888013381196652,2.428167999840213,0.02123755759675987,0.0036273150045567255,112.24124431785253,4.827045260408839,3.5441551392929256,0.2682797973163048,0.415293474884409,0.02133348444769522,0.6115167224556755,0.015914287269699224,0.8790855320370744,0.02081781102030839,0.46937014269735783,0.012789093225928068,0.013993544891580102,0.012376439275979912
9,8.549325981002767,1.871844560341962,0.02089939240831882,0.0019022564153418737,109.10356835176253,3.3905129244263343,3.4646966360650744,0.20427344664649524,0.3828836032370653,0.004049310483162327,0.6055097838415533,0.010452529665478374,0.903293420704874,0.016368379125323296,0.4559738445876322,0.007655685255263504,0.009142626816194746,0.006818798822847578
10,9.219128128205194,1.3522400545497166,0.02317825120408088,0.0024475766541284423,108.20181010626473,4.632212760650061,3.0957244992196062,0.09798997922258766,0.35295909510005175,0.011156840964256523,0.5941461845445923,0.008078103204889848,0.9134881793892706,0.011915958302816379,0.44088577959761344,0.006129261564831214,0.0010397333273642322,0.006399512820790689
11,9.49255570640089,1.7610521645308022,0.025544729200191796,0.0011758089360681039,105.443922050317,4.428499549617366,3.187835482436976,0.2859265330371131,0.32302857742528934,0.018758230508916205,0.5813728100520107,0.018977359882356097,0.9180528890912681,0.028690837083850246,0.426076206041546,0.01418752261824739,0.00423426335545927,0.007657342178003407
12,13.214990442205453,0.9729490008032,0.030962264398112893,0.005350795962623681,99.21206348868398,2.9896752732182996,3.4609758076964376,0.26080052328578696,0.29207393564072165,0.009154259086649394,0.5589738718235331,0.011014392822641772,0.9082239659244831,0.016885548416933585,0.40449190861443024,0.00815609885510878,0.0019887615827319824,0.006078978193520754
13,17.29529810920358,3.3994653490795788,0.031170766602735968,0.007111177068385424,97.61104901709895,3.1049159512402933,3.2906784285987527,0.19464172766464358,0.27532921730680976,0.007611644626283554,0.5530978152410516,0.013303081250998836,0.9186791943930155,0.02291031988278184,0.3964649751900614,0.009347901432021622,0.0009442169378450305,0.005908482006569061
14,16.48880210079951,2.78611156637757,0.03600149939884432,0.0049614953745249005,94.83609381987408,3.39619334100949,3.1702799668581183,0.15321373359451795,0.25921425398059933,0.004582875914924912,0.5446768773091287,0.004329968014984479,0.9229002449751768,0.007647585675368745,0.3872110516683118,0.0030733508472884476,0.003682377820796888,0.0038992927379220116
15,17.747686668799723,5.309654254946875,0.034636636194773016,0.005255298043577467,92.2821682413447,2.0921393677977322,3.161032920691188,0.07334739869028103,0.24279059843951142,0.008375882506374856,0.5331598398901767,0.00996012890080126,0.919380934988364,0.015705284311137185,0.376368049240203,0.00726125963644005,0.00968751058922489,0.008552599803018245
16,15.265037410007789,3.605435172450394,0.03369506319868378,0.003566943246089265,90.67352991625276,0.7826366989061947,3.099908620101633,0.07609460802224396,0.22786946957917378,0.005503537222347946,0.5265371997952861,0.00558479052568463,0.9255826198875561,0.00951944697292762,0.3688894103498093,0.003954867942056421,0.013378682573106534,0.0030839246771268416
17,17.3294614679995,7.211358589782905,0.035601496801245955,0.0038423045823396053,89.07358059596024,1.3986546576778767,3.0325159762460077,0.09178833621326432,0.21671429057142308,0.004339242620816773,0.5204488614391647,0.006829968378619183,0.9281181494370914,0.012067812230168588,0.3626366706162673,0.004752757213547587,0.012940925269114553,0.00603498667732303
18,17.746532916196156,5.13621166170399,0.03934852780075744,0.0020281373917270078,87.61844448054528,2.0512838340701074,3.0339588282066705,0.14053360243944676,0.20954102468676622,0.002684015560366804,0.5169148194683171,0.0029248294415195886,0.9345378693147612,0.005907459514682906,0.35833270333011574,0.0019541469024526668,0.01483921594064353,0.003200561938174929
19,21.4296758043929,2.5863335123132143,0.047963849600637334,0.010350802871027727,85.68040963784425,1.4953977075633116,2.973346716193008,0.051894586275167895,0.2013432811301151,0.002351902911363785,0.5136080749476596,0.004767486553328944,0.940055935390075,0.009243379623918184,0.3544421786852663,0.003215865644541067,0.01378400791716056,0.004641381043674115
20,17.506555785000092,3.7624558568019655,0.047683547000633555,0.007070760747577207,84.32517518000833,2.880810727448318,2.993159468735814,0.09022584324936463,0.1904445779604258,0.002389488389116353,0.5013431826868161,0.0056779583315046175,0.9292345585861985,0.01115907551425243,0.34445626870672325,0.0037920996231333654,0.019085048412531745,0.008132653396733438
