num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,aic_mean,aic_std,bic_mean,bic_std
2,0.24189597479416988,0.1263942075064196,0.0018053250038065015,0.002572051816513416,36.89276781450973,4.56253147134073,3.305599616956399,0.15965113869609188,0.019051845758000098,0.011843079522062391,0.041702761808243304,0.010531096639253957,0.02983530163866107,0.007891327349955785,0.09950960204348837,0.019041819499329187,0.21549999409421638,0.06287468296680557,28608.368317165936,150.5834067258035,29365.938965773956,150.5834067258035
3,0.20753858339739964,0.125213946656836,0.00048178320284932854,0.000394567098327969,44.107135859156216,6.927974101045962,3.1191582743104114,0.26953438251983114,0.04910177937406661,0.007065619155682919,0.07120241411539577,0.007990789916296495,0.06520235851826427,0.007194351165001821,0.09436550161211843,0.010071087362658512,0.08008798524561822,0.004250112858080887,28211.377608080067,105.39481841466564,29350.177357277928,105.39481841466564
4,0.25004388359957375,0.0781739787702376,0.00034100820193998515,3.926266933707558e-05,36.39664008709851,2.196033942475654,3.4157371815538307,0.1775305077437849,0.03649996017157903,0.011280493557931558,0.057994498145622506,0.010055290718027608,0.06432491456351307,0.010679270739900328,0.06723495075448824,0.009994763227114718,0.04735128196499839,0.014104589428948388,27763.83400923565,254.81685854828402,29283.862859023346,254.81685854828402
5,0.3774833836010657,0.0922211122308966,0.0003877251991070807,4.2158304620101474e-05,32.300563876762695,2.5192023605404916,3.2051099406037538,0.09914898760522788,0.02888604087382705,0.011816019224125842,0.04707994963608705,0.01173728089462163,0.058911761979100655,0.012768328787011741,0.05453952945124083,0.011365504909938231,0.029967914612115888,0.009947807175650678,27528.110560318873,72.38029120440802,29429.368510696408,72.38029120440855
6,0.3848014749994036,0.08517675770973003,0.000623524998081848,0.0003560834400976652,30.489790582484044,2.2659992776161104,3.1383699309576487,0.14185358248688107,0.031954504900606806,0.006883214600427344,0.057080876301811426,0.013946329821549282,0.075267659947887,0.016346798409625062,0.06211956212923271,0.012345131825248537,0.01859416312309105,0.016549352558601887,27539.609741538035,49.52218118658817,29822.096792505414,49.52218118658896
7,0.31522853299975395,0.05173937431430282,0.0004309167969040573,2.080191187961999e-05,30.624747345378484,5.099704207582602,3.063613625103875,0.11109600988141108,0.027128030368676483,0.0034180524184901167,0.057968967183840515,0.004512251279241888,0.08072703306741587,0.005190354503184962,0.06123331607098274,0.004490710215093189,0.026245138348849006,0.012647585080509963,27688.178208828165,139.26902272553212,30351.89436038538,139.26902272553212
8,0.4578895170066971,0.0894224002896901,0.00045625019120052455,1.690173571880155e-05,29.744208531583773,3.568994897510064,2.939362383929969,0.058165855105331746,0.03526117640714553,0.003716323778500992,0.07776202819742599,0.0037001195697044186,0.11128733269759265,0.005077703633077602,0.0767627579712099,0.004254659279700308,0.018367565076937136,0.011206818941146814,27637.858626955072,77.577089840334,30682.803879102128,77.577089840334
9,0.39937440819339826,0.05692241577437812,0.0005459163978230209,8.891610007946284e-05,29.897090249650176,4.280866090194889,2.995344835847715,0.11138284831807611,0.03229470974686131,0.0044220618902246584,0.07450293671645451,0.004466393284131608,0.11088804632970276,0.005664796772489601,0.07315355295810733,0.0034377668254895934,0.016620798572027674,0.010098379605585505,27649.228275111782,101.08194204929673,31075.402627848678,101.08194204929673
10,0.44258030859637076,0.08674470979814207,0.0005411833932157606,2.210251267956476e-05,26.664628559194387,4.14550885942702,2.9197576525401248,0.06299091737485449,0.028957019306594417,0.004671511102594962,0.06930926865861105,0.0033298906230549655,0.11106590767661588,0.004238080899982411,0.06910419192443305,0.002959147572003507,0.0076213297806484726,0.013254175022619802,27775.916160798526,97.27896067712463,31583.319614125263,97.27896067712463
11,0.543947050004499,0.09343461860322852,0.0009828586014918983,0.0005624681612804213,25.340285567987166,3.013132663965581,2.962725691759622,0.167585231439798,0.028530772442004027,0.005922741385453538,0.07132562106184001,0.00844717743531868,0.11763005113627074,0.012558641227702807,0.07056861293345476,0.006989482346024859,-4.598573204586173e-05,0.009656959497221564,27883.0818261054,75.37875651028862,32071.714380021975,75.37875651028862
