num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,aic_mean,aic_std,bic_mean,bic_std
2,0.0719123582006432,0.01907145524370797,0.00024307500571012496,0.00013191118768212978,135.61796858969674,86.68490982960584,2.0742376287634077,0.4198993822917951,0.008590200005676788,0.0057984976332537885,0.006709327843802374,0.008926419301413366,0.007856850161513568,0.006781196631872081,0.015210409448087752,0.012713106614170726,0.10033939661736388,0.06870613566403264,25974.695005636295,120.86588415419315,26116.43403021457,120.86588415419315
3,0.04706156660686247,0.014722190880093342,0.000204366393154487,3.341978062883665e-05,216.38112362901092,15.583735897282425,6.932791360579946,0.7816891574685636,0.02423163224927191,0.004985009498769183,0.03744888483948727,0.003943577028328015,0.03995259874426623,0.003638840461897034,0.04687243854168597,0.004308749409634369,0.04699422227275288,0.006142604518803253,25697.41458021861,7.678808683169031,25912.466893371853,7.678808683169031
4,0.05656072500278242,0.015216468434580258,0.00021438319818116723,1.3863706529398496e-05,152.95815304824038,10.192224306937629,7.803542146728839,1.1099286454105433,0.02256427142515901,0.007264435370406291,0.04022753841010586,0.007603842412759827,0.048063700203707926,0.0075811400597396595,0.04774584756266337,0.0074231559443421165,-0.0355930782860583,0.012671717014150765,25633.61417330878,18.263765956229456,25921.979775036994,18.263765956229456
5,0.1245833919965662,0.039230026705508333,0.00021737500210292638,1.0770627222557006e-05,123.27547877547349,11.403568825825017,7.635429777932167,1.1017792063679215,0.019818996176258208,0.006152777768564019,0.040348102645034266,0.005831273983098794,0.052427782795974175,0.006111233660144137,0.04769026864349764,0.005521694041840178,-0.07545355193951689,0.014710482508514887,25624.53000723824,30.11432828827168,25986.208897541423,30.11432828827168
6,0.13590453360229732,0.03236794266008971,0.0003671747981570661,0.00014894369241219693,107.6619273822374,14.63774657100462,5.447224748478684,0.8242695787145042,0.0185158362782663,0.004778005078083954,0.04346295808510474,0.001798623740638204,0.05981441218818105,0.0021821164831964824,0.05006727466180137,0.0022052895152679802,-0.11614882686185343,0.034170121313342294,25624.848760591944,24.78091748115632,26059.84093947009,24.78091748115632
7,0.13639874139917083,0.02732128334083842,0.0003064331947825849,2.7521107314206434e-05,101.67386845845026,7.507046549508572,7.693805323635123,2.4554184310729763,0.017249221657703144,0.005657388083696881,0.03867559716166942,0.005279801200193124,0.057743868043200065,0.007087405714860841,0.04612973458720708,0.004410895321943975,-0.15899081038248086,0.060035825778927354,25632.352387550083,11.305950366231139,26140.657855003206,11.305950366231139
8,0.17910075820400378,0.09231591889891624,0.00040259959059767424,0.0002077014437465635,99.76235422678215,4.1955210880990785,4.623285661384916,0.9116316526321194,0.020363409384095695,0.007387252743258191,0.04103904912364996,0.008799663614636062,0.06468043947270713,0.011549335602318722,0.04822751152476919,0.00660457940725788,-0.16188335956962085,0.04461410473800889,25623.63362090413,23.708335181152595,26205.25237693222,23.708335181152595
9,0.1843957670032978,0.08289398084107258,0.00032676640548743305,1.5071120352156802e-05,92.55840078678816,13.444448377732188,4.2171877108748586,0.3704704329463525,0.021754341553302647,0.009174000702815328,0.04189189698337694,0.005897708251086994,0.06594636184689973,0.007378441105507673,0.049084128567211775,0.00509484340534149,-0.1702991062575852,0.024587530361330427,25639.647023511538,41.61192993514783,26294.579068114595,41.61192993514783
10,0.1964517832035199,0.057222934281731364,0.0003409166005440056,1.6467786340290672e-05,109.27725189584092,12.614768292128524,4.057208397862892,1.0468537177853325,0.01611265778793933,0.009213543203195394,0.04072318310330785,0.0047709319698046515,0.06752038180759348,0.007260058461743311,0.04817348246124634,0.0025556599632996016,-0.16837585001334898,0.0275152431913418,25663.043691636933,18.89902203758463,26391.289024814956,18.89902203758463
11,0.20815413319505752,0.10494866570642909,0.00038116640062071385,2.8128717779830648e-05,99.05635577321303,13.264256524444871,4.667094033883066,1.0567824252200764,0.017027567730745794,0.009435975744371147,0.03935470084955389,0.0026550690704324397,0.06815585958315196,0.001677766321165944,0.04764969502317999,0.001424325856461582,-0.20105020689072167,0.019637503522708297,25685.53741094696,33.25564568978776,26487.09603269996,33.25564568978777
12,0.21658929999684914,0.08771014357269949,0.0004298000014387071,3.079988008950993e-05,89.99001057718303,6.696534472028251,3.991363009571286,0.7987066587438947,0.01492200838521938,0.004768342893302372,0.046674132582797526,0.0064327702161785395,0.08263216701882578,0.009195071073318583,0.05260670151058862,0.004726638784163692,-0.23809116789324553,0.019541835424027838,25692.11244000807,27.28147790121923,26566.98435033604,27.28147790121923
