training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,inertia_mean,inertia_std,num_components
0.6168116861983435,0.0698350428215165,0.001846992393257,0.001357805823285,1162.8239457676475,87.8208608347444,0.702723468117203,0.0054768206554336,0.0139745012294586,0.0035289456995261,0.0219231763348089,0.0029256094590733,0.0195162858186342,0.002403415531609,0.0367065785415759,0.004875773160775,0.5038760921547745,0.0032862513535853,81861.74368128061,81861.74368128061,2
0.6979512933990918,0.0706737127575634,0.0010290520003763,0.0002721893940715,1084.1294798474933,119.60519687073534,0.7889498824814808,0.0142072115731554,0.0131911229984402,0.0032973568993393,0.0274789721381198,0.0046471468401908,0.0304409847557849,0.0040492985059479,0.036673732452118,0.0052807038477199,0.4094024075679594,0.0115178458030419,74405.67564411175,74405.67564411175,3
0.780253872598405,0.0394458933960431,0.0009584156039636,0.0003543527687532,1040.2155978298456,128.68348653653254,0.8450821591324005,0.0107924056596561,0.0099381170130868,0.0023664043340953,0.0231326866150399,0.0038632323526667,0.0313961945307684,0.0040940995710072,0.0302908074575761,0.0045477475163682,0.3716745172290268,0.0063669626608532,65780.44697286349,65780.44697286349,4
0.8210225752030965,0.0240159839770454,0.0005595880007604,0.0001037084349029,967.0181307248909,112.85713279445886,0.917998959173754,0.0211154214267089,0.0083366116442816,0.0020593551411022,0.0236380664630919,0.0041509938322468,0.0360488071259468,0.0043153053543816,0.0306299550614646,0.0040845845644859,0.3385266513986722,0.0142300379420934,56687.11033313928,56687.11033313928,5
0.861009259999264,0.0304955439423954,0.0005012068053474,4.162314468585107e-05,899.0652713534112,112.50428479043342,0.9781117527795268,0.0133129148687699,0.01103128700581,0.0024033003739597,0.026865866761478,0.0029128414896408,0.0439184395594314,0.0032139375792468,0.0332877488255801,0.0025461336787526,0.3081863635693725,0.0063620546723805,54474.25743495528,54474.25743495528,6
0.8573154739948222,0.0054234825013655,0.0005757345992606,6.665578249053265e-05,851.6901258257982,118.90096597561688,0.9776272089875984,0.0140674296304462,0.0091037463780309,0.0026313032614088,0.0270417464844703,0.002936783225852,0.0481631741443764,0.0036689018295941,0.0335051618876612,0.0026718907455522,0.3073142369382859,0.0049141498836218,53632.266018073846,53632.266018073846,7
0.8392338265955914,0.0276898106082236,0.0008837771980324,0.0005131033409035,846.4454902517977,139.53400563101783,0.9805694842134772,0.012916011863975,0.0096662574149214,0.0019325199997557,0.028486288752492,0.0036859860391575,0.0507263911270914,0.0038386204629745,0.0347100853747196,0.0032912504175653,0.3047259800522788,0.0112156184554746,43651.46667266382,43651.46667266382,8
0.8700399719935377,0.0499761884396336,0.0005892965971725,0.0002432955129121,813.3195957244263,141.01236129790226,0.9885082468290723,0.0248462541865438,0.0115487466628241,0.0038078605450005,0.0303840202782339,0.0044006972308199,0.0570826425797336,0.0049475695855923,0.0363906949060953,0.0039280589564708,0.2956148675394817,0.0072248022711723,37334.60477659786,37334.60477659786,9
0.8654507669969462,0.0412072523698327,0.0006185057980474,0.0001029141378468,790.2210042523355,139.4361988777122,0.9820870643311082,0.022418322455305,0.0104415465357908,0.0031215462577264,0.030371996009349,0.0043667205506803,0.0610746683349544,0.0052264550145579,0.0365054478287901,0.0037182020041835,0.2982083984184096,0.0055235671556835,33190.6124197959,33190.6124197959,10
2.318934900398017,0.4232768729743006,0.0031167312030447,0.0020815219051676,763.5140690727044,143.6230714796355,0.9838654956516528,0.015878329835964,0.0097255998927382,0.0029482372850097,0.029716964372777,0.0051947733563044,0.0635959035017371,0.006569378327062,0.036461162665509,0.0041230358819668,0.2871964580218095,0.0109906056033221,29612.491178597567,29612.491178597567,11
2.558529826602898,0.3050215989257146,0.0018806650041369,0.0008955690358125,742.3422559904221,148.66674262888287,0.9687057025049964,0.0156378425755201,0.0106837401649309,0.0042990706814785,0.0305058282673898,0.0083292874949827,0.0668658336076557,0.0108827516967497,0.0375826562412346,0.0068078596932174,0.2864670504609802,0.0102345405537392,26046.904031570222,26046.904031570222,12
2.2265421433985466,0.173754250520252,0.0013880688027711,0.0010841910381545,724.3898349431752,144.18447661480323,0.9690613084694136,0.0200413879447185,0.011853870153835,0.0041863236871767,0.0325721079112573,0.0060171717473539,0.0717284931556834,0.0071266676210158,0.0394646770151433,0.0046967847040383,0.2829928553206958,0.0120289006494709,23288.8511712962,23288.8511712962,13
2.405816500398214,0.1924186249329744,0.0033238275966141,0.0010517038894629,710.7476530011786,148.54868093540452,0.968263480071785,0.0322927756698943,0.008826776044588,0.0015168481399045,0.0315379967255947,0.0052898328470316,0.0739855142935972,0.0063417242333708,0.0392849824983836,0.004334870552768,0.2767220584337307,0.012338364919309,21486.05798962861,21486.05798962861,14
2.5007114612002623,0.134653902025941,0.0034892475989181,0.0014076248160714,707.264931606341,148.05527364353827,0.953713243469388,0.0471523074203138,0.0106517283006468,0.0027057701400121,0.0352385036747004,0.0069789154359712,0.0822656318227527,0.0095283696455295,0.0425373326379014,0.0055258093643924,0.2792183653353436,0.0132380251539894,18012.539987740114,18012.539987740114,15
2.7718530691985506,0.4681541729262757,0.0036581362015567,0.0020501513972691,688.6873057795267,146.89013230300688,0.983762715672075,0.0272457435202653,0.0094086823291587,0.0027086470309483,0.0329721592787055,0.007227216945115,0.0815835961362523,0.0095211765931607,0.0413285022246309,0.0056552290042933,0.2712064551136916,0.0095343774411537,15095.5340627122,15095.5340627122,16
2.422280056201271,0.2917826227130879,0.0023637102014617,0.0011374084287688,668.9890059572301,145.95485000216553,0.981768895025106,0.0348449923234336,0.0084340197451821,0.002324903845501,0.0322750464957052,0.0055718235618967,0.0837740441633223,0.0072001712779045,0.0412735106908651,0.0043672771836851,0.2658637832401253,0.0061065277641662,13996.59600240461,13996.59600240461,17
1.8376984621980228,0.999899886992428,0.0022794533986598,0.0017048899228389,655.7332952416882,146.80238853820416,0.9766384313931364,0.0320533349747525,0.0090743117559949,0.0030673237134697,0.0331008230937118,0.0075207624766971,0.0882294227799974,0.0098177159841819,0.0423315769832854,0.0056246208270868,0.2663125533982594,0.0062154448782781,12251.060408710697,12251.060408710697,18
2.675694364597439,0.2283466409475575,0.0026410232007037,0.0009669422988685,679.4382301662788,85.50097835448477,0.9765332512807852,0.0310954874498138,0.0080189059980889,0.002610154616297,0.0309608501744241,0.0082479257589227,0.0876348278381452,0.0129949607907252,0.0413538242969571,0.0065352924766834,0.2652416527528211,0.0128166498440598,10430.06278750358,10430.06278750358,19
2.5222514659952138,0.4600667349197293,0.00224598099594,0.0013387401906543,647.4726477916445,107.72306109693314,0.996498421689734,0.0161741754146328,0.0073296120338838,0.0018337568999192,0.0304430496296125,0.005323303906459,0.0899445174518456,0.0077026953869029,0.0414512230922567,0.0042088501512945,0.2551841534311607,0.0067761870781896,9970.249888450013,9970.249888450013,20
0.9133929330011596,0.0575506368316075,0.0007930580002721399,0.0001863639250800185,637.6546144765854,93.64241681681706,0.9696914481846619,0.038517707673102086,0.00607416349223853,0.002161613043995927,0.0316111246308443,0.007583032070174717,0.10400732408555557,0.012725687949942485,0.04471100349663203,0.006020404544702693,0.25530312040350644,0.010820205823871986,6722.754539502919,6722.754539502919,25
