training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,num_components
1.1585851977994026,0.1025508317602843,0.0038358260004315,0.0013788634478228,1162.8239457676475,87.8208608347444,0.702723468117203,0.0054768206554336,0.0139745012294586,0.0035289456995261,0.0219231763348089,0.0029256094590733,0.0195162858186342,0.002403415531609,0.0367065785415759,0.004875773160775,0.5038760921547745,0.0032862513535853,2
2.1371264136018,0.1120242471177503,0.0047655442009272,0.0029991161656906,1084.1294798474933,119.6051968707354,0.7889498824814808,0.0142072115731554,0.0131911229984402,0.0032973568993393,0.0274789721381198,0.0046471468401908,0.0304409847557849,0.0040492985059479,0.036673732452118,0.0052807038477199,0.4094024075679594,0.0115178458030419,3
2.202553177199297,0.4406013333115461,0.0032446289995277,0.0011893022396435,1040.8555691746622,129.21852160883756,0.8462377892257944,0.0098411034580708,0.0098459660079734,0.0022073431415396,0.0231184023297814,0.0035070351563002,0.0314088997874677,0.0037956248045267,0.0302469447259771,0.004124729314055,0.3715106559583947,0.0062315826780582,4
2.770832464599516,0.3748607077461843,0.0034359617995505,0.0021546990365082,966.8880854986955,112.8498071205238,0.9171324060482178,0.0215455369539384,0.0089447210416576,0.0033689311997665,0.024028525715212,0.0045353566324436,0.0364590125385979,0.0047960749165965,0.0309962271669972,0.0045324422297383,0.3384874511860063,0.0140916595434644,5
3.023391907798941,0.6321442927923804,0.0026621736011293,0.0009518114882322,899.8711733084674,113.7467039742019,0.9758832442751044,0.0109259245575823,0.0107621709444726,0.0018437643217252,0.0262723360140253,0.0027983376095764,0.0432212413905563,0.0031191281411183,0.0327888058832528,0.002538187120567,0.3091469726661588,0.0062901008555959,6
3.00099570900129,0.4040816352084765,0.0051167175995942,0.0024826805362397,850.2042019706678,118.55620199120516,0.9852966970343926,0.0143948230033201,0.008548461598234,0.002435566370995,0.0281184222546249,0.0032946187003945,0.0494266972957614,0.0038739144347679,0.0344270689459829,0.0029703667545074,0.3074775500293892,0.0067068692515616,7
2.8088929454002938,0.4289437392355287,0.0062561758000811,0.0035031968781012,845.6066485056208,136.4263742999117,0.9711570796310112,0.0169568427074846,0.0096646514071382,0.002833390001199,0.0277022172295295,0.0044112085661511,0.0497365234655695,0.0050852786554648,0.0340963255293992,0.0040511182397171,0.3047093013575063,0.0088322689136633,8
2.8759046680010214,0.3782805849630615,0.0015230609991704,0.0006065032140579,802.9607671639094,134.01281263932052,1.0084673504527812,0.019813914210663,0.0118727176617045,0.0049064935161534,0.0316139834804585,0.0077709319257997,0.0589392128653528,0.0090680995937324,0.0371374994305024,0.0064401889034497,0.2934076127703501,0.0042959236290615,9
3.494340242400358,0.5300702281079319,0.0028832152005634,0.0009273844122851,786.6947892323718,137.14907627034242,0.9811876742429768,0.0194260698403328,0.0112038709093528,0.0041715852744346,0.0338829470781524,0.0090513196400515,0.0656775230579932,0.0112354937969364,0.0392478982229096,0.0075191275717507,0.2955584818218819,0.0087100058767233,10
3.3620820177995485,0.3969792332870668,0.0040440201999444,0.0020357735321495,765.7795510232768,146.21141252023634,0.978055328774588,0.0171157714161252,0.0105849306632149,0.0032653130096259,0.030817250117128,0.0061254188046643,0.0650735877637099,0.0078228072313502,0.0373220975410313,0.0048311906073011,0.2897103958556268,0.0141396235580082,11
