training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,num_components
0.2616030202007096,0.0627167896869245,0.000778071401146,0.0005905935022371,13.56147106326913,12.004495433686566,5.373744586063021,1.4663370011907906,0.019263439782074,0.0077446158961607,0.0449121339162752,0.0097909650422426,0.0314625808863688,0.0069012555378291,0.1099940806687943,0.0179657065835759,0.0937749376414317,0.0303944177438688,2
0.5293277669996315,0.1167355339011581,0.0007905808000941,0.0005314433885955,60.74568622501131,34.102181104795925,7.421237448456995,4.765127384617143,0.0219603783218691,0.0081771463507661,0.0391868458931258,0.0124439098409951,0.0390222528371366,0.0106213941010018,0.0535679972156172,0.0147305071500242,-0.0004008745179122,0.0473206912118571,3
0.3994537762016989,0.0836452262350277,0.0006301499997789,4.1322441623068506e-05,75.18270564472104,28.512254195216297,8.012494741582552,4.178197548654161,0.0199825162780017,0.0082138027345469,0.0382115258362732,0.0133111971230785,0.0449545667302966,0.0131954236536011,0.0473091875667595,0.013001241142782,-0.0352329142604336,0.0127664322985442,4
0.5785432401993603,0.1842117388295494,0.00103056460066,0.0005287734243191,76.40483031455041,12.120963623163815,7.094535735471982,1.6169208474444985,0.0322370153892889,0.0141945574518623,0.0558238643769174,0.0144833440035087,0.0693213576762931,0.0157070100690621,0.0614810569431099,0.0138774393608724,-0.0720765621392698,0.0155593096771902,5
0.7488710220000939,0.2378745142762951,0.0008661847998155,2.331725029638877e-05,71.26945396247265,10.003235247833716,7.64588523706782,0.882171754743452,0.0334778365867179,0.0085810335786446,0.063502610393183,0.0148819666619878,0.0839171740974331,0.0171839963702475,0.0666802149440614,0.0131670091988092,-0.0730001309276997,0.0099205515325247,6
1.6693103233999864,0.1538205670542425,0.0009616749986889,7.958204163749548e-05,55.65500173384653,6.728412578298814,6.424285473540228,0.8689251670383711,0.0266714845541193,0.0149401837829948,0.048613457106805,0.0122582252757279,0.0706549027219109,0.0151539241289041,0.0541319982955731,0.0101168788313417,-0.0864993697437156,0.0114998184856731,7
1.8011150616010128,0.1181556740487259,0.0010749955989012,4.900000542380478e-05,51.85230871051457,11.827411354636435,7.172459801478223,1.042748401194332,0.0311872662344534,0.0123992772701411,0.0562121223016343,0.0148226848835541,0.0842250878847257,0.0191605927944113,0.0599326673673702,0.0122520378854878,-0.1351855820965413,0.0449190126403318,8
1.8962934547998884,0.5429607655529768,0.0022585469996556,0.0015361268938733,53.28558279935625,9.805771578710637,7.133569775790922,1.230147351657555,0.0245262992655087,0.0047887332262326,0.0461832027308087,0.012421427258943,0.0737610394273287,0.0172791804131677,0.0512928830151427,0.0106877572784369,-0.1510021908076699,0.0528695232986872,9
1.847337064400199,0.4829743920497875,0.001571170999523,0.0007188336989592,56.7626562511163,9.660321110582895,6.808291151175832,1.2642716585519946,0.021624659891018,0.007724508704257,0.0497822674353071,0.017084016347528,0.0808822341907672,0.0219963129614568,0.0543295073459759,0.0154118638289668,-0.1782457300453482,0.046510994129782,10
1.6945928489993094,0.2670829337249757,0.0036422830002265,0.003197783555961,48.2071102055916,5.778799554201425,7.653149629505956,1.6385743854860844,0.0234863916546666,0.0066441308788364,0.0518377392741992,0.0126517177049224,0.0849526116449844,0.017661084042164,0.0565249119725111,0.0106057689898351,-0.1818155383234331,0.0351844027792135,11
