training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,reconstruction_error_mean,reconstruction_error_std,accuracy_mean,accuracy_std,num_components
1.2229551343331575,0.2414646656040968,0.2118208363332693,0.0077976609697011,8.143484364809366e-06,1.2296355793675137e-06,0.9863945578231292,0.0028716886943592,2.0
1.130533432333171,0.0769735918456225,0.212599272333288,0.0037580088327108,5.520883674704151e-05,1.8924244587082183e-05,0.9851940776310524,0.0024667523021084,3.0
1.1339279913334697,0.1228817087399061,0.2055687020000126,0.0080151169863584,0.0001652360613664,5.6554139613690496e-05,0.985594237695078,0.0019603759446043,4.0
1.0197450240001065,0.0499923933148731,0.2052962689999731,0.0076029954843308,0.0003440369509138,7.267249612271065e-05,0.9871948779511804,0.0015754317475013,5.0
1.0903904323333031,0.1256021651908599,0.2025877873334138,0.001352471536174,0.0005730472148121,0.000105126869446,0.9869947979191676,0.0010202119875135,6.0
1.0991344676666206,0.1015825939039513,0.2023437873334236,0.0015353127507751,0.0008915695167099,0.0001333428242825,0.9871948779511804,0.0014972618594533,7.0
1.1037767409999713,0.106823462738729,0.2142206193334459,0.006296577523258,0.0013344881157857,0.0002133883381585,0.9871948779511804,0.0026992272035278,8.0
5.391765078333417,0.1832722642182603,0.2063096286669861,0.0092970421236373,0.0018464726979502,0.0002369699771955,0.9881952781112444,0.003188750990498,9.0
5.215801158000128,0.1319875799982979,0.2063698206667747,0.0099604451366731,0.0024175240852003,0.0002707241594434,0.9891956782713084,0.0034306579030576,10.0
6.839963563333337,1.300845461462933,0.20518435099999502,0.007356350560822225,0.003579484148777843,0.0003612263716799411,0.9875950380152062,0.005743377388718412,11.0
7.095913929333316,0.40718083325080867,0.22560202166672147,0.018744172894814507,0.004450770820253643,0.00044970080171979963,0.988795518207283,0.0035454272002139846,12.0
8.170328476666631,0.831063298772739,0.20418315233337125,0.002304804425860994,0.0054010205756832635,0.0005221938979680799,0.9879951980792318,0.0030606359625407063,13.0
7.529793535666765,0.2879635097293072,0.2742107419997713,0.07301083309113653,0.0064640834254711815,0.0006448720288372263,0.9875950380152062,0.0029541462705549217,14.0
7.468254046999998,0.06229672188595921,0.2301572149999629,0.02376883606289754,0.007628112125662945,0.0007435993650305705,0.9873949579831933,0.0038900004192123873,15.0
14.099951582666563,0.5979698491411379,0.4094499726666072,0.2889765208976327,0.008985330549476872,0.0008462387413645231,0.9875950380152062,0.0036125390326666048,16.0
16.31043959999988,3.778123768434196,0.7220206823333987,0.21740446766759927,0.010473851079124586,0.0010025511456813704,0.9867947178871548,0.0038900004192123873,17.0
11.783213434666626,2.886157143290059,0.49198426400001455,0.1966442314255257,0.01214191371710279,0.0010872182515327755,0.9857943177270908,0.0032632065686874793,18.0
10.038388179000018,2.0988738609403996,0.5295602566667791,0.23673432641655157,0.013957786542827961,0.0012410131982765892,0.9861944777911166,0.0038900004192123873,19.0
6.431813638666578,0.1298354862987771,0.20814356666687672,0.015541785291688199,0.015951523714469888,0.0013927312614162787,0.9869947979191677,0.002786792372385791,20.0
