num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std
2,0.10778154979925603,0.06554999474763645,0.00017834999598562718,3.9545373738147955e-05,135.76173422769287,86.63745077083006,2.0721651610610428,0.41965404572188086,0.008683678426067407,0.00571142513680193,0.006717786393995419,0.008918969155953294,0.007863267893204783,0.006775367255765109,0.015224190376788077,0.012700328971019033,0.10047464333195373,0.06865545683765108
3,0.11466684179613366,0.0920135433528977,0.0001626577985007316,5.201335462059935e-06,216.72906141413392,15.701848080934573,6.9335360584965615,0.8225623598064205,0.024453462614527643,0.005403048365438108,0.03766965575720012,0.004228456837083394,0.04015956673201097,0.003938813716616566,0.047106081298045235,0.004542358318623838,0.047296582585038625,0.006407225666537243
4,0.11795301680103876,0.04284783529435173,0.000272974994732067,0.00016861968159574963,152.48043362643935,9.688844310651548,7.92172544913019,1.04431693753662,0.02257372305360469,0.007287455726641121,0.040255512336651075,0.007546601027595059,0.04807451628127864,0.00754227370482179,0.047797710438495525,0.007334118230456235,-0.03530153592077265,0.01246575020799047
5,0.11808799160062336,0.032878977604848245,0.0002244747884105891,2.0099103592585656e-05,128.90226240588595,5.899183640523974,6.638234141878547,1.1167989909125862,0.019151495860594413,0.0062331332253677246,0.04036836085419887,0.006098795550912848,0.052462353385058856,0.006316273723217646,0.04769937413515633,0.006044199100610836,-0.08346500825856869,0.0120515362402792
6,0.1336769415938761,0.06225182702130769,0.0003029335930477828,2.4019012345241984e-05,119.34131322319823,5.660161268962747,4.804787124707103,0.7253480534259149,0.025181667736619034,0.004585687522644332,0.040923936849730884,0.0041221703742293034,0.05786037433252973,0.005164764688323571,0.04743956020979383,0.003960288317305873,-0.16165179245819725,0.02129777632817501
7,0.10641277499962598,0.040353103275850455,0.0003206166031304747,3.3610988429911147e-05,106.67912670015255,3.9421370334295474,5.243743612656106,1.07961926164278,0.017385453808148092,0.008658605097366075,0.04001426054773466,0.007993595247133592,0.05987539050768122,0.010372185832350157,0.046656997154625804,0.0071127059913943915,-0.1517174662825366,0.023465373396893887
8,0.10302259980235248,0.017237416620598595,0.0006140834069810807,0.0005716068778326578,96.3746093734209,10.175590801499634,5.066525817196549,0.8916870380017468,0.02089750133983978,0.007544581890473952,0.04216003366744346,0.006078404927063441,0.06405757733137035,0.006473348546167489,0.04975434111220737,0.005426340144460074,-0.1610223854202893,0.023538276589207246
9,0.13275939999730327,0.04436920568122261,0.0003503834072034806,3.1139489494976116e-05,94.79750430435435,7.531420472831043,4.633077947583845,1.665457848547474,0.021642389776159763,0.00906378549615729,0.041401889733075445,0.005796864517213204,0.0653650101135954,0.007742622011474361,0.049085142874858864,0.005712239792266626,-0.21140083194473552,0.031107849963231817
10,0.13593508319463582,0.039887507857102,0.0007206249982118606,0.00043577629871361745,93.7245599186571,6.133707834740821,4.837572442313094,1.1316728995761947,0.017762918920618473,0.005622856455521703,0.04423757932232021,0.0047745725939109165,0.07195046298030383,0.005653008984461548,0.05098143563721842,0.0030798986117427903,-0.22112831656853577,0.009610040216733798
11,0.16503334160661326,0.03531135070937467,0.0006307832023594529,0.0005355786175338447,86.39340197965336,5.9083463423746805,3.5910593823904526,0.31345403521170656,0.015987038703127128,0.0054228517672106884,0.04414882789656773,0.007978135444593429,0.07674241077792651,0.011268839623936051,0.05119614204688674,0.006069623445267019,-0.2008977682415818,0.018704451096515435
