training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,accuracy_mean,accuracy_std,reconstruction_error_mean,reconstruction_error_std,num_components
0.0029916266666987,0.0002308868168835,0.0009679729998121,5.3436353261309895e-05,0.5354141656662665,0.0170690666356472,0.0967369948197893,0.0008410631196769,2.0
0.0030792859997745,0.0002064652062086,0.0014601836671014,0.0001764928051559,0.8619447779111645,0.0136172065043406,0.0950578526084158,0.0006925996968219,5.0
0.0043765276665605,0.000441405206126,0.0048123396669931,0.0043139073073588,0.9439775910364148,0.0044470009545604,0.092864300205108,0.0015193937655687,10.0
0.0051816649999333,0.0003400948255974,0.0032339663333308,0.0015456384834744,0.9751900760304122,0.0037431546486333,0.0851087527216461,0.0014927890287981,25.0
0.008145182999821,0.0007013148777875,0.0058330476664802,0.0030845293727145,0.985594237695078,0.0019603759446043,0.0727245264259963,0.001161470156135,50.0
0.0120355376663307,0.0015042976351125,0.0053610186672206,0.0012403987277633,0.9867947178871548,0.0004900939861511,0.0614232147448522,0.0028747007505604,75.0
0.0244519093333413,0.0024649931031171,0.0096219039999899,0.0025806645094677,0.9897959183673468,0.0019603759446043,0.0460007316647212,0.0028743451241211,100.0
0.0199499330004376,0.004492806891925,0.0109894260003784,0.0072378672958571,0.9891956782713084,0.0024504699307554,0.0330368721429352,0.0018672462614908,125.0
0.0231953276664474,0.0047060473818671,0.0098294826669492,0.0031574601523677,0.9901960784313726,0.0010202119875135,0.023776141490353,0.0006093635520076,150.0
0.0276717196660077,0.0064534160414509,0.0065296306662882,0.0003585991039202,0.989595838335334,0.0018554658854533,0.0122555215413552,0.0016643410189133,175.0
0.0450468829997892,0.0177975192281562,0.0065168203333693,0.0003658027765316,0.9891956782713084,0.0012966668064041,1.1869049251195945e-29,6.478426956411729e-30,200.0
0.0024551930061231055,0.00028187734705456124,0.000930319331625166,9.002138515447308e-05,0.8516666666666666,0.029634814361190517,0.09406228944889106,0.0012918314409927434,7.0
0.003073218331943887,0.0002917536176094199,0.0011968546653709684,0.0001483807872388125,0.9323333333333332,0.013299958228839961,0.09175185321582302,0.0006384445051688415,12.0
0.003674005662711958,0.0008672686994364873,0.0011918243350616347,0.00013163085901236372,0.9606666666666666,0.011556623882239821,0.08944825330102234,0.00210591546139081,17.0
0.0036190939960458004,0.00046025178122376814,0.003124436664317424,0.0015825944195673434,0.9636666666666667,0.006342099196813488,0.08587032005318988,0.0015940661880666895,22.0
0.005059199334937148,0.0024190318970202657,0.009833761670355065,0.011634061408194268,0.9703333333333334,0.0009428090415820641,0.08404560331111578,0.002280699605737612,27.0
0.004124952664521213,0.000692427989751935,0.0017112359976939235,0.0006796067587769005,0.9706666666666667,0.0030912061651652374,0.0801173747049088,0.0004245712843288401,32.0
0.009702183670015074,0.0037872765129147675,0.0036814759999591238,0.00021120264731293236,0.9763333333333334,0.007318166133366723,0.0782630225705814,0.0017843269200474644,37.0
0.01321923666788886,0.0016005761827833647,0.005760394002815398,0.0026782870470549386,0.977,0.0029439202887759515,0.07781179656541411,0.0020396431763141944,42.0
0.009769221336076347,0.002135924942943083,0.0028519829987393073,0.00037684190852174177,0.981,0.00244948974278318,0.07396001580145535,0.0031152293823817384,47.0
0.007928932662859248,0.0019310564877137312,0.005154814668154965,0.003682471526934733,0.9793333333333333,0.0024944382578492965,0.0713825214230511,0.0011847327417647186,52.0
0.008290061334264465,0.00138642150450552,0.0033996846662679068,0.0005305990940115781,0.9823333333333334,0.004642796092394711,0.07006247826679284,0.002248393248313635,57.0
0.007996774661781577,0.0019314163612904366,0.0035531609998239824,0.0005560360692939367,0.9806666666666667,0.004189935029992182,0.06457345676582699,0.003882499466533221,62.0
0.008205653328332119,0.0009050354093268019,0.011559286668974286,0.010895292984984609,0.9816666666666666,0.004714045207910321,0.06300336641416418,0.003675722217145686,67.0
0.00937659733366066,0.0014619328055978135,0.0064625903372264775,0.0027023590156629047,0.985,0.004546060565661956,0.06259080031706045,0.0017725873931886895,72.0
0.01243637700584562,0.003229545289476509,0.005884049329324625,0.0032245984956295218,0.9826666666666667,0.004189935029992182,0.059388291109547686,0.0015600876424248559,77.0
0.01679872866467728,0.007240361693608305,0.004356971665401943,0.0004728086247285536,0.9833333333333334,0.0041096093353126546,0.05634482476952176,0.002473928332563906,82.0
