num_components,training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std
2,1.9322666238003876,0.6577461062187904,0.01447999280062504,0.005055318828402874,130.38759940625934,3.985144485563316,1.9954186449856084,0.037728113918816704,0.4417781133471014,0.02526018383614197,0.4720514892117464,0.017929538952092934,0.38406809296928135,0.015373836402235705,0.6156993645814242,0.021300408063418628,0.17356481077839198,0.006148046574165051
3,5.2218844653987615,2.303675799114889,0.01584198540003854,0.0058938963346119155,87.62351895791066,11.65967420401342,2.6737428140029866,0.20420953676909717,0.6589521914659204,0.12123197402261772,0.6598152975788351,0.07546426525175776,0.6496632878489635,0.0865895051617951,0.6731440590233554,0.06315320941951219,0.14645789714660357,0.012701916970953785
4,3.6093162987999676,0.5398989727764655,0.011049580600956687,0.005641811129121274,78.531559835838,5.72958991828869,2.5078466686103007,0.22759521305872732,0.6599604779562134,0.03579578999286393,0.6591851285046675,0.04303325488428299,0.7307142789768294,0.04586539960031804,0.6027732457055521,0.04019922500863317,0.13708673267601013,0.007524452590953298
5,4.398657628000365,2.0325733612476586,0.009860819600726245,0.0008695423402953812,73.27565318729799,4.865328177903548,2.41475206596973,0.2829908775550205,0.5866604138831447,0.06509330451594851,0.6485995446162054,0.03835194395390456,0.7826713623591683,0.047100434389680285,0.5563710806182286,0.03213684532824493,0.10940956287579191,0.016756904183847534
6,4.236697464399913,0.8130511331707335,0.014843940398714039,0.0034728000614333613,67.15623004025433,5.2882448689656245,2.4493848854019555,0.12830242257028862,0.5382320924388855,0.032235109152104945,0.6356397997383224,0.014266024773762107,0.8199038776304486,0.034326790978355434,0.5222029300648314,0.00763273064516548,0.09424663098485783,0.022971758039809526
7,3.1997249957996248,0.5506893547339515,0.014488306999555788,0.002657850526909491,60.135164998267,3.8216016433877247,2.4242944596876197,0.25875597414080953,0.533671164523404,0.04752412659743452,0.6280819471107145,0.01384245362465042,0.8356083195570806,0.01876275244538363,0.5067502548766714,0.01613856363897238,0.10624684563818203,0.027643113643351334
8,5.7092684559997,3.381605920256188,0.01957492639994598,0.003497770972748787,55.04862725321929,4.088753126774361,2.5460425555442314,0.14682732585526193,0.484744198299941,0.05312180140647194,0.6019660298595481,0.013417572995356552,0.8367990061166284,0.022694620729946668,0.4740732993954075,0.013293567009420026,0.10627689143083781,0.033488016579367036
9,5.789726694799901,1.649095868702308,0.030349449199275114,0.006962448901854755,50.54503057208946,1.665407010663507,2.604503420652395,0.21683276801918527,0.41777617343277135,0.011770167916305436,0.5778924009838852,0.017643162272667937,0.8388022165315802,0.030788970002354313,0.44508140425038256,0.012671852502440994,0.08178581071056722,0.03531100169197584
10,6.864013747000717,0.9478373279151462,0.0381146408013592,0.01649906024862769,47.92670808467092,1.669192798219585,2.674419343955509,0.17659370015440234,0.38932178071412693,0.020566240107218175,0.5707251259668139,0.00877464956598673,0.8574962175730148,0.01142048300405534,0.4322699951153002,0.0079043760595682,0.0977547288887451,0.024716857771803886
11,7.686558336000599,1.54829186097263,0.0353390923999541,0.008500944088745117,44.72263021027567,1.666855697052617,2.5448750201639716,0.15010895153596363,0.36775499533775224,0.02531477682662574,0.5552420664631904,0.006965038506752501,0.850967154473335,0.01516055523692415,0.4171662466355177,0.006030907823883147,0.07842548842515959,0.012392799092048403
