training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,accuracy_mean,accuracy_std,reconstruction_error_mean,reconstruction_error_std,num_components
1.1356360226667068,0.1515255270640789,0.2220674286665295,0.0095087105891015,0.9827931172468988,0.0032632065686875,7.567918985299616e-06,2.3253698506267268e-06,2.0
1.1629572860001645,0.2049919653893518,0.2108433016666519,0.0102930809413999,0.982593037214886,0.0029405639169065,6.286410274093574e-05,2.3254901367629063e-05,3.0
1.1176044970000778,0.086760148069613,0.2195335693334831,0.0068786497925658,0.9851940776310524,0.0039915841022929,0.0002007582454937,5.752944963544501e-05,4.0
1.0663429090000136,0.0352982547039246,0.2408336683335316,0.0390709084494823,0.9851940776310524,0.0040808479500542,0.000400094011636,8.272087826316263e-05,5.0
1.0848829426666573,0.0701750779614944,0.2138952423333648,0.0063751519598809,0.9877951180472188,0.0019806912638278,0.0007142465641707,0.000142866379881,6.0
1.2403148959998969,0.1405005446843189,0.226781086333176,0.028472812726701,0.9879951980792318,0.0029405639169065,0.0011209974523551,0.000233325050459,7.0
1.2346081779999925,0.1978892091005372,0.2053797739999936,0.0049843555117338,0.9871948779511804,0.0037431546486334,0.0016474325149465,0.0002509946702838,8.0
5.292528447666579,0.1489280438675451,0.2054846503333465,0.0142795269292952,0.9873949579831932,0.0035341179937286,0.0022852908932952,0.0002278027397579,9.0
5.38790679466653,0.2155223904928457,0.2114017396667501,0.0070689030800798,0.9869947979191676,0.0034423070296288,0.0030424309366932,0.0002380068935674,10.0
5.566456934666651,0.3469052111156256,0.2333805043332783,0.0207528085207029,0.9883953581432572,0.0026992272035278,0.0038248495280138,0.0002557487132241,11.0
5.547884124666628,0.7379784185330194,0.2004116693333344,0.0154932558393722,0.9873949579831932,0.0029405639169065,0.0047076715615037,0.0003056004364525,12.0
5.507671400000011,0.3499707326148528,0.2025662266667799,0.0044683949775861,0.9867947178871548,0.0029405639169065,0.0057644674389785,0.0004090660401649,13.0
5.802789921666924,0.2474343714553888,0.2089476786668456,0.008511546941259,0.986594637855142,0.0026992272035278,0.0069538003424244,0.0005810808457122,14.0
6.298505464666808,0.4433935268847163,0.2038778816668127,0.0088352441651351,0.9871948779511804,0.0029945237189067,0.0082050354995638,0.0007834872337937,15.0
6.265012681333246,0.1782241483183349,0.2094369839998459,0.0061310809452513,0.9877951180472188,0.0036784266328232,0.0095972375482555,0.0009723278387464,16.0
6.6173992006665685,0.525094656831807,0.2358409116667038,0.0195700018993269,0.987595038015206,0.0032632065686875,0.0111641931215776,0.0011309553540844,17.0
5.731844055666443,0.1980651206416351,0.2202116626667702,0.0201607098677451,0.9873949579831932,0.0025933336128082,0.0128257179346693,0.0013038089606046,18.0
5.789198337000016,0.3480850937935671,0.2079837166664523,0.0012690833243785,0.986594637855142,0.0033360008004267,0.0146285579127161,0.0014841570250071,19.0
7.339560907000153,1.106368408382763,0.2182926723330638,0.0108106328702372,0.987595038015206,0.0026992272035278,0.0167048069836486,0.0016613478460563,20.0
6.983479976000429,0.7603192929345443,0.2227823533333624,0.010648520388605,0.986594637855142,0.0026992272035278,0.027209304030791,0.0015013167614087,25.0
7.928867187666886,0.1962373649844841,0.2132072976673953,0.0081039545306947,0.9859943977591036,0.0017211535148144,0.1535882704706128,0.0073443088192375,50.0
10.045641304666182,0.8301421415037775,0.2198113203333681,0.0041279882474608,0.9869947979191676,0.0024667523021084,0.4064144874165423,0.0131604179933435,75.0
14.07567827000033,1.704651787147979,0.3986459816666562,0.2232889826326022,0.9859943977591036,0.0010202119875135,0.7967487288233692,0.0239063173974513,100.0
5.980385878000258,1.3130730589454307,0.20450788233392814,0.01246722067752962,0.990796318527411,0.0024175762252089707,0.045950418407063605,0.0028065962386198623,30.0
4.9595599900003435,0.7740382049112551,0.2401701733330507,0.052966784438852756,0.9909963985594237,0.0017670589968643178,0.06801645136812286,0.003844293496246745,35.0
4.702183620333623,0.1874930804016453,0.2051219373333879,0.0066539146587418045,0.990796318527411,0.0017211535148144476,0.09435513532020108,0.004854176415078776,40.0
4.726907659666419,0.3272279579492296,0.1973652039996523,0.0006803615336063015,0.9891956782713085,0.0029811253352843977,0.12615953307014405,0.00556578639151086,45.0
4.538882311333509,0.10975432214465752,0.19328428033319747,0.0011562666755645056,0.9905962384953981,0.002316093818085246,0.20579542037784868,0.006623129729513708,55.0
5.6816809283336625,0.3428414120474987,0.21434790166737608,0.016721703223433516,0.9905962384953982,0.0018554658854533646,0.2537633592238331,0.006905194906267982,60.0
7.9855225863339,0.058617665032228636,0.22062207166709413,0.010898449938942505,0.9903961584633852,0.002593333612808241,0.30692762142954094,0.0075336989844056535,65.0
7.564720553666727,0.2761435575443375,0.21387922833309858,0.008118292962760749,0.9901960784313726,0.0026992272035277903,0.36557230922388984,0.00802771035893104,70.0
